rank,workflow_id,title,process_area,file,monthly_hours_low,monthly_hours_high,fte_high,effort_steps,automated_steps,cadence_only_steps,qualitative_steps,elapsed_days_low,elapsed_days_high,per_unit_rates,live_or_dormant,dormant_capabilities
2372,W3965,Association Meeting & Industry-Gathering Compliance Protocol,VS-129-competition-and-antitrust-compliance,01-model-company/workflows/VS-129-competition-and-antitrust-compliance/PA-129.2-anticompetitive-conduct-prevention-and-compliance-controls.md,0.00,0.00,0.000,0,0,2,1,0.0,0.0,0,live,
2373,W3966,"Market-Allocation, Customer-Allocation & Territory Conduct Controls",VS-129-competition-and-antitrust-compliance,01-model-company/workflows/VS-129-competition-and-antitrust-compliance/PA-129.2-anticompetitive-conduct-prevention-and-compliance-controls.md,0.00,0.00,0.000,0,0,1,2,0.0,0.0,0,live,
2374,W3967,"Merger, Acquisition & Joint-Venture Notification (PCC Pre-Filing) Control",VS-129-competition-and-antitrust-compliance,01-model-company/workflows/VS-129-competition-and-antitrust-compliance/PA-129.2-anticompetitive-conduct-prevention-and-compliance-controls.md,0.00,0.00,0.000,0,0,2,0,0.0,0.0,0,live,
2375,W3968,"Competition Compliance Monitoring, Audit & Continuous Improvement",VS-129-competition-and-antitrust-compliance,01-model-company/workflows/VS-129-competition-and-antitrust-compliance/PA-129.2-anticompetitive-conduct-prevention-and-compliance-controls.md,0.00,0.00,0.000,0,0,0,3,0.0,0.0,0,live,
2376,W3969,Philippine Competition Commission (PCC) Relationship & Engagement Management,VS-129-competition-and-antitrust-compliance,01-model-company/workflows/VS-129-competition-and-antitrust-compliance/PA-129.3-pcc-engagement-investigation-and-remediation.md,0.00,0.00,0.000,0,0,1,2,0.0,0.0,0,live,
2377,W3970,"Competition Inquiry, Dawn Raid & Information Request Response",VS-129-competition-and-antitrust-compliance,01-model-company/workflows/VS-129-competition-and-antitrust-compliance/PA-129.3-pcc-engagement-investigation-and-remediation.md,0.00,0.00,0.000,0,0,2,1,0.0,0.0,0,live,
2378,W3971,"PCC Investigation, Preliminary Inquiry & Motu Proprio Matter Defense",VS-129-competition-and-antitrust-compliance,01-model-company/workflows/VS-129-competition-and-antitrust-compliance/PA-129.3-pcc-engagement-investigation-and-remediation.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2379,W3972,"Leniency, Settlement & Commitment (Whistleblower) Program Management",VS-129-competition-and-antitrust-compliance,01-model-company/workflows/VS-129-competition-and-antitrust-compliance/PA-129.3-pcc-engagement-investigation-and-remediation.md,0.00,0.00,0.000,0,0,2,0,0.0,0.0,0,live,
2380,W3973,"Competition Litigation, Appeal (Court of Appeals / SC) & Judgment Management",VS-129-competition-and-antitrust-compliance,01-model-company/workflows/VS-129-competition-and-antitrust-compliance/PA-129.3-pcc-engagement-investigation-and-remediation.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2381,W3974,"Competition Penalty, Fine & Damages Payment & Disclosure Management",VS-129-competition-and-antitrust-compliance,01-model-company/workflows/VS-129-competition-and-antitrust-compliance/PA-129.3-pcc-engagement-investigation-and-remediation.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2382,W3975,"Remediation, Conduct Change & Compliance-Monitoring Implementation",VS-129-competition-and-antitrust-compliance,01-model-company/workflows/VS-129-competition-and-antitrust-compliance/PA-129.3-pcc-engagement-investigation-and-remediation.md,0.00,0.00,0.000,0,0,2,1,0.0,0.0,0,live,
2383,W3976,"Competition Compliance Program Analytics, Reporting & Board Oversight",VS-129-competition-and-antitrust-compliance,01-model-company/workflows/VS-129-competition-and-antitrust-compliance/PA-129.3-pcc-engagement-investigation-and-remediation.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2384,W103,Trade Sales Pipeline & Territory Management,VS-13-customer-experience,01-model-company/workflows/VS-13-customer-experience/PA-13.1-customer-support-and-complaints.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
2385,W258,Omni-channel Customer Ticketing & Support Management,VS-13-customer-experience,01-model-company/workflows/VS-13-customer-experience/PA-13.1-customer-support-and-complaints.md,0.00,0.00,0.000,0,3,0,0,0.0,0.0,0,live,
2386,W259,Call Center Daily Operations & Queue Management,VS-13-customer-experience,01-model-company/workflows/VS-13-customer-experience/PA-13.1-customer-support-and-complaints.md,0.00,0.00,0.000,0,2,0,1,0.0,0.0,0,live,
2387,W617,B2B Customer Success & Quarterly Business Review Operations,VS-13-customer-experience,01-model-company/workflows/VS-13-customer-experience/PA-13.1-customer-support-and-complaints.md,0.00,0.00,0.000,0,1,0,0,0.0,0.0,4,live,
2388,W660,Service Recovery & Customer Retention Program,VS-13-customer-experience,01-model-company/workflows/VS-13-customer-experience/PA-13.1-customer-support-and-complaints.md,0.00,0.00,0.000,0,0,0,0,1.0,1.0,1,live,
2389,W783,Customer Credit Application Scoring & Risk Assessment Processing,VS-13-customer-experience,01-model-company/workflows/VS-13-customer-experience/PA-13.1-customer-support-and-complaints.md,0.00,0.00,0.000,0,1,0,0,0.0,0.0,1,live,
2390,W820,Customer Project BOM Estimation & Material Planning Service,VS-13-customer-experience,01-model-company/workflows/VS-13-customer-experience/PA-13.1-customer-support-and-complaints.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
2391,W821,Customer Project Warranty Registration & Multi-Year Tracking,VS-13-customer-experience,01-model-company/workflows/VS-13-customer-experience/PA-13.1-customer-support-and-complaints.md,0.00,0.00,0.000,0,3,0,0,0.0,0.0,0,live,
2392,W895,Store-Level Pro Desk Appointment Scheduling & Priority Service Queue Management,VS-13-customer-experience,01-model-company/workflows/VS-13-customer-experience/PA-13.1-customer-support-and-complaints.md,0.00,0.00,0.000,0,0,0,1,0.0,0.0,1,live,
2393,W1240,"Customer Project Completion Follow-Up, Satisfaction Survey & Cross-Sell Opportunity",VS-13-customer-experience,01-model-company/workflows/VS-13-customer-experience/PA-13.1-customer-support-and-complaints.md,0.00,0.00,0.000,0,1,0,1,0.0,0.0,0,live,
2394,W674,Customer Loyalty Program Partner Management,VS-13-customer-experience,01-model-company/workflows/VS-13-customer-experience/PA-13.2-loyalty-program-operations.md,0.00,0.00,0.000,0,1,0,0,7.0,11.0,0,live,
2395,W757,Customer On-the-Spot Loyalty Tier Upgrade Offer Processing,VS-13-customer-experience,01-model-company/workflows/VS-13-customer-experience/PA-13.2-loyalty-program-operations.md,0.00,0.00,0.000,0,3,0,2,0.0,0.0,0,live,
2396,W969,Customer Quick Reorder from Purchase History (Trade & Loyalty Members),VS-13-customer-experience,01-model-company/workflows/VS-13-customer-experience/PA-13.2-loyalty-program-operations.md,0.00,0.00,0.000,0,1,0,1,0.0,0.0,0,live,
2397,W996,Store-Level Contractor Loyalty Tier Upgrade & VIP Retention Program Management,VS-13-customer-experience,01-model-company/workflows/VS-13-customer-experience/PA-13.2-loyalty-program-operations.md,0.00,0.00,0.000,0,2,0,0,0.0,0.0,3,live,
2398,W1217,"Loyalty Program Tier Annual Review, Downgrade Notification & Win-Back Processing",VS-13-customer-experience,01-model-company/workflows/VS-13-customer-experience/PA-13.2-loyalty-program-operations.md,0.00,0.00,0.000,0,2,0,0,92.0,93.0,0,live,
2399,W87,Customer Feedback-to-Action Loop,VS-13-customer-experience,01-model-company/workflows/VS-13-customer-experience/PA-13.3-customer-data-and-crm.md,0.00,0.00,0.000,0,0,0,0,0.0,0.0,0,live,
2400,W156,Customer Data Platform (CDP) & Hyper-Personalization,VS-13-customer-experience,01-model-company/workflows/VS-13-customer-experience/PA-13.3-customer-data-and-crm.md,0.00,0.00,0.000,0,1,1,1,0.0,0.0,0,live,
2401,W618,Customer Churn Prediction & Proactive Retention Management,VS-13-customer-experience,01-model-company/workflows/VS-13-customer-experience/PA-13.3-customer-data-and-crm.md,0.00,0.00,0.000,0,3,0,0,0.0,0.0,1,live,
2402,W619,Customer Account Merge & Deduplication Request Processing,VS-13-customer-experience,01-model-company/workflows/VS-13-customer-experience/PA-13.3-customer-data-and-crm.md,0.00,0.00,0.000,0,3,0,0,0.0,0.0,4,live,
2403,W673,Customer Segmentation & Target Marketing Operations,VS-13-customer-experience,01-model-company/workflows/VS-13-customer-experience/PA-13.3-customer-data-and-crm.md,0.00,0.00,0.000,0,1,0,0,0.0,0.0,0,live,
2404,W675,Customer Data Platform Daily Operations & Data Quality Management,VS-13-customer-experience,01-model-company/workflows/VS-13-customer-experience/PA-13.3-customer-data-and-crm.md,0.00,0.00,0.000,0,1,0,0,2.0,2.0,0,live,
2405,W3977,"Corporate Development & Growth Strategy, Portfolio & Capital Allocation",VS-130-corporate-development-ma-divestiture,01-model-company/workflows/VS-130-corporate-development-ma-divestiture/PA-130.1-corporate-development-strategy-pipeline-and-target-identification.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2406,W3978,Inorganic Growth Strategy & Build-vs-Buy-vs-Partner Framework,VS-130-corporate-development-ma-divestiture,01-model-company/workflows/VS-130-corporate-development-ma-divestiture/PA-130.1-corporate-development-strategy-pipeline-and-target-identification.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2407,W3979,"Acquisition Target Sourcing, Pipeline & Deal Origination",VS-130-corporate-development-ma-divestiture,01-model-company/workflows/VS-130-corporate-development-ma-divestiture/PA-130.1-corporate-development-strategy-pipeline-and-target-identification.md,0.00,0.00,0.000,0,0,1,2,0.0,0.0,0,live,
2408,W3980,"Target Screening, Strategic Fit & Preliminary Assessment",VS-130-corporate-development-ma-divestiture,01-model-company/workflows/VS-130-corporate-development-ma-divestiture/PA-130.1-corporate-development-strategy-pipeline-and-target-identification.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2409,W3981,"Financial Modeling, Valuation & Investment Sizing",VS-130-corporate-development-ma-divestiture,01-model-company/workflows/VS-130-corporate-development-ma-divestiture/PA-130.1-corporate-development-strategy-pipeline-and-target-identification.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2410,W3982,"Deal Structuring, Term Sheet & Letter of Intent (LOI) Negotiation",VS-130-corporate-development-ma-divestiture,01-model-company/workflows/VS-130-corporate-development-ma-divestiture/PA-130.1-corporate-development-strategy-pipeline-and-target-identification.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2411,W3983,"M&A Governance, Approval Authority & Stage-Gate Process",VS-130-corporate-development-ma-divestiture,01-model-company/workflows/VS-130-corporate-development-ma-divestiture/PA-130.1-corporate-development-strategy-pipeline-and-target-identification.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2412,W3984,"M&A Project Setup, Deal Team & Deal Management Office",VS-130-corporate-development-ma-divestiture,01-model-company/workflows/VS-130-corporate-development-ma-divestiture/PA-130.1-corporate-development-strategy-pipeline-and-target-identification.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2413,W3985,Commercial & Strategic Due Diligence,VS-130-corporate-development-ma-divestiture,01-model-company/workflows/VS-130-corporate-development-ma-divestiture/PA-130.2-transaction-due-diligence-valuation-and-deal-structuring.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2414,W3986,Financial & Tax Due Diligence,VS-130-corporate-development-ma-divestiture,01-model-company/workflows/VS-130-corporate-development-ma-divestiture/PA-130.2-transaction-due-diligence-valuation-and-deal-structuring.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2415,W3987,"Legal, Regulatory & Corporate Due Diligence",VS-130-corporate-development-ma-divestiture,01-model-company/workflows/VS-130-corporate-development-ma-divestiture/PA-130.2-transaction-due-diligence-valuation-and-deal-structuring.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2416,W3988,"Operational, IT, Systems & Integration Due Diligence",VS-130-corporate-development-ma-divestiture,01-model-company/workflows/VS-130-corporate-development-ma-divestiture/PA-130.2-transaction-due-diligence-valuation-and-deal-structuring.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2417,W3989,"HR, People & Culture Due Diligence (incl. Labor/Union)",VS-130-corporate-development-ma-divestiture,01-model-company/workflows/VS-130-corporate-development-ma-divestiture/PA-130.2-transaction-due-diligence-valuation-and-deal-structuring.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2418,W3990,"ESG, Environmental & Compliance Due Diligence",VS-130-corporate-development-ma-divestiture,01-model-company/workflows/VS-130-corporate-development-ma-divestiture/PA-130.2-transaction-due-diligence-valuation-and-deal-structuring.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2419,W3991,"Purchase Agreement (SPA), Negotiation & Signing Management",VS-130-corporate-development-ma-divestiture,01-model-company/workflows/VS-130-corporate-development-ma-divestiture/PA-130.2-transaction-due-diligence-valuation-and-deal-structuring.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2420,W3992,"Regulatory Clearance, PCC Merger Notification & Antitrust Approval",VS-130-corporate-development-ma-divestiture,01-model-company/workflows/VS-130-corporate-development-ma-divestiture/PA-130.2-transaction-due-diligence-valuation-and-deal-structuring.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2421,W3993,"Post-Merger Integration (PMI) Strategy, Planning & Synergy Realization",VS-130-corporate-development-ma-divestiture,01-model-company/workflows/VS-130-corporate-development-ma-divestiture/PA-130.3-integration-carveout-divestiture-and-postmerger-performance.md,0.00,0.00,0.000,0,0,2,0,0.0,0.0,0,live,
2422,W3994,"Day-1 Readiness, Cutover & Transaction Close Management",VS-130-corporate-development-ma-divestiture,01-model-company/workflows/VS-130-corporate-development-ma-divestiture/PA-130.3-integration-carveout-divestiture-and-postmerger-performance.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2423,W3995,"Systems, Data & ERP Integration for Acquired Entities",VS-130-corporate-development-ma-divestiture,01-model-company/workflows/VS-130-corporate-development-ma-divestiture/PA-130.3-integration-carveout-divestiture-and-postmerger-performance.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2424,W3996,"Organization, Culture & Change Integration Management",VS-130-corporate-development-ma-divestiture,01-model-company/workflows/VS-130-corporate-development-ma-divestiture/PA-130.3-integration-carveout-divestiture-and-postmerger-performance.md,0.00,0.00,0.000,0,0,2,0,0.0,0.0,0,live,
2425,W3997,"Carve-Out, Separation & Transitional Service Agreement (TSA) Management",VS-130-corporate-development-ma-divestiture,01-model-company/workflows/VS-130-corporate-development-ma-divestiture/PA-130.3-integration-carveout-divestiture-and-postmerger-performance.md,0.00,0.00,0.000,0,0,2,0,0.0,0.0,0,live,
2426,W3998,Divestiture & Asset/Entity Disposal Execution,VS-130-corporate-development-ma-divestiture,01-model-company/workflows/VS-130-corporate-development-ma-divestiture/PA-130.3-integration-carveout-divestiture-and-postmerger-performance.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2427,W3999,Joint Venture & Strategic Partnership Post-Close Management,VS-130-corporate-development-ma-divestiture,01-model-company/workflows/VS-130-corporate-development-ma-divestiture/PA-130.3-integration-carveout-divestiture-and-postmerger-performance.md,0.00,0.00,0.000,0,0,1,2,0.0,0.0,0,live,
2428,W4000,"M&A Portfolio Performance, Value Realization & Lessons-Learned Analytics",VS-130-corporate-development-ma-divestiture,01-model-company/workflows/VS-130-corporate-development-ma-divestiture/PA-130.3-integration-carveout-divestiture-and-postmerger-performance.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2429,W4001,"Human Rights & Responsible Sourcing Policy, Commitments & Governance",VS-131-human-rights-responsible-supply-chain-due-diligence,01-model-company/workflows/VS-131-human-rights-responsible-supply-chain-due-diligence/PA-131.1-human-rights-policy-salient-risk-identification-and-due-diligence-framework.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2430,W4002,Salient Human Rights Risk Identification & Materiality Assessment,VS-131-human-rights-responsible-supply-chain-due-diligence,01-model-company/workflows/VS-131-human-rights-responsible-supply-chain-due-diligence/PA-131.1-human-rights-policy-salient-risk-identification-and-due-diligence-framework.md,0.00,0.00,0.000,0,0,3,0,0.0,0.0,0,live,
2431,W4003,Human Rights Due Diligence (HRDD) Framework & Operating Model,VS-131-human-rights-responsible-supply-chain-due-diligence,01-model-company/workflows/VS-131-human-rights-responsible-supply-chain-due-diligence/PA-131.1-human-rights-policy-salient-risk-identification-and-due-diligence-framework.md,0.00,0.00,0.000,0,0,0,3,0.0,0.0,0,live,
